Dataset,Datatype,wB97M2,B3LYP,BMK,CAMB3LYP,CF22D,M052X,M062X,M08HX,MN15,PBE0,PW6B95,SOGGA11X,r2SCAN0,wB97M-V,wB97X-V,revDSD-PBEP86-D4
BH28,Barrier Height,0.5857980990748335,3.583308308164367,2.239324692922807,2.705568241486399,0.8349158775979907,3.068055953679526,2.402701948004174,2.177847589750953,1.527156660696649,2.823461247755441,1.710762759401976,2.438824118508576,2.469192403668347,0.9850912835756136,2.29729953573231,2.007661777969794
BH46,Barrier Height,0.6859453566638516,4.494691391350568,1.392367957152868,3.027896521679222,1.407424220313483,1.456200988723468,1.28745232367845,0.9180352099789759,1.239364268741242,4.055437913425878,3.220000789236627,1.60823970534563,3.234588800733446,1.419316848075336,1.884715719680616,1.069908658016088
BH876,Barrier Height,1.326736889449755,4.591483575294963,2.428282354786422,2.839539878658996,1.567005442550894,1.577960097944016,1.550216431137176,1.611791887102907,1.966964454023832,2.678862974666037,2.86090164568789,2.755308300198086,2.232408868236348,1.368165316460258,2.179436581020007,3.174890685383531
BHDIV7,Barrier Height,0.7839289489049828,2.716746473392687,1.112815243241138,1.685756484450067,1.370933125689259,1.325697464764637,1.128434016777658,1.051530677892447,1.828539326814376,4.158965598640983,2.251768721239722,1.217183443671322,2.851520708151459,1.472263696212568,0.8375794491357202,0.7640743224431278
BHPERI11,Barrier Height,0.4567649733428029,6.466340814423417,4.028333452876037,6.589607720138094,1.13745784341854,1.29883299446862,1.105373580643818,1.201285631324905,1.092990514056053,0.9464912395078927,2.043421292264832,4.539058011513697,1.154441518443638,1.335940607500631,2.686004045914137,2.067651152105974
BHROT27,Barrier Height,0.1511695260742998,0.4145104703479,0.5751431321268174,0.4183373903469487,0.2428960883218927,0.4766684492115722,0.3550736421790464,0.4225985073614251,0.4769017479240288,0.5842715101312728,0.5604000945302633,0.382077447965288,0.7940577002553871,0.2217443290019187,0.3056134662997585,0.1017951920141511
CRBH14,Barrier Height,1.41932131800775,8.819444612852054,2.849615930040776,1.578228554162582,2.272522377927559,2.418563697716297,1.216673027463585,0.870847979973196,0.8210424140645038,0.9964408950344844,4.38591717872986,1.199248348874214,0.7488721282257942,1.139680434304445,2.820515335051148,0.5029545844630141
DBH22,Barrier Height,0.5058653220906753,3.948872741078632,1.321402236967287,2.490675153006335,1.417453112692347,1.412862695490103,0.8899809793518934,1.053522840760363,1.38909055156145,3.466897169589628,2.555764913794685,1.277063330276147,3.180187851329397,1.174704464054865,1.391483838476592,0.985849547066067
INV23,Barrier Height,0.6707369592840701,1.88918580387932,1.497317601657555,1.625853916747937,1.228285571247421,1.424973303042175,1.323907666632115,1.494221000635533,2.462289800020889,1.560397724155146,1.545631124840179,1.45096364323505,1.322031726989156,1.058039560823152,1.24714249011728,2.048850962052595
ORBH35,Barrier Height,2.338145830644315,2.859778354534345,2.314458352012378,2.265123417313717,2.158401918284353,2.527938869762806,2.954503134611719,3.252027016376568,2.641802626050317,2.976009349075721,2.611679243519116,2.358806404375099,2.299632667953647,2.196916821861759,2.488359792591377,4.788629380866801
PX9,Barrier Height,0.4744823433164329,3.50718128214956,0.9105625500860915,4.36260204380122,0.9797574550304718,7.10406024666206,5.042747228687835,2.642410538702787,2.140784185402468,6.11452421387176,1.323775753843739,1.239175365801116,4.685436222385783,1.816533892245737,2.412580097051662,1.31842345571027
